19/06 00:31:00 FINE sim.Admin|Log for simulation 1 started
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, HIGH_INCOME], adType=text] to 0.00145911947207156
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, LOW_INCOME], adType=video] to 0.0011684551396091442
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, HIGH_INCOME], adType=text] to 3.327753842064006E-5
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, HIGH_INCOME], adType=video] to 0.005389441823864857
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=video] to 2.938234158853538E-4
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=text] to 0.006051500079379834
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=video] to 0.005306756481285787
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, HIGH_INCOME], adType=video] to 9.401477307985504E-5
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, HIGH_INCOME], adType=video] to 3.0050447263871317E-5
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=text] to 0.0028573065319817507
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, LOW_INCOME], adType=text] to 0.001015411194732196
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, HIGH_INCOME], adType=text] to 0.004802191781454251
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=text] to 4.114519280214319E-4
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, LOW_INCOME], adType=text] to 8.61450855177797E-4
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=video] to 4.8297803913257935E-4
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, LOW_INCOME], adType=video] to 0.0011056767677290551
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, HIGH_INCOME], adType=text] to 3.3773326877467244E-4
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, LOW_INCOME], adType=video] to 7.540338759513921E-4
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, HIGH_INCOME], adType=text] to 1.2464512156229306E-8
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=video] to 1.108074345889888E-5
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, HIGH_INCOME], adType=video] to 2.4591950635512557E-4
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=video] to 0.0022249091372242066
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=text] to 0.0016353200941663624
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, HIGH_INCOME], adType=video] to 3.7084904394250155E-8
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, HIGH_INCOME], adType=video] to 3.8566988826811055E-8
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=text] to 8.78998777805041E-5
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, HIGH_INCOME], adType=text] to 0.0036088052818915284
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, LOW_INCOME], adType=text] to 2.4598924040417384E-4
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=text] to 2.523952177304863E-4
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for ebay
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, LOW_INCOME], adType=text] to 0.0010759181174497014
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=video] to 1.0444142733667589E-4
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, LOW_INCOME], adType=video] to 0.0012888971035000137
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, HIGH_INCOME], adType=text] to 1.2755270218821254E-4
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, LOW_INCOME], adType=video] to 0.001029153332707402
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, HIGH_INCOME], adType=text] to 1.4201398194871096E-5
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=video] to 2.9255665803260434E-4
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, HIGH_INCOME], adType=video] to 0.0051254947443276425
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=text] to 0.005653992846409335
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=video] to 0.004287463827838588
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, HIGH_INCOME], adType=video] to 8.608956800697064E-5
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, HIGH_INCOME], adType=video] to 6.624034550267951E-6
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=text] to 0.002706301147032727
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, HIGH_INCOME], adType=text] to 0.004620584083335348
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, LOW_INCOME], adType=text] to 6.97482087761893E-4
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=text] to 1.638993588705216E-4
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for nyt
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, LOW_INCOME], adType=text] to 0.001195625899495985
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=video] to 4.5214365571756424E-4
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, LOW_INCOME], adType=video] to 0.0010069575111913088
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, HIGH_INCOME], adType=text] to 2.3091324683742308E-5
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, LOW_INCOME], adType=video] to 8.266830032367601E-4
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, HIGH_INCOME], adType=text] to 6.092416437358422E-6
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=video] to 1.9369281459646735E-4
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, HIGH_INCOME], adType=video] to 4.1377606535958686E-4
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=text] to 0.005282904015330183
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=video] to 7.799289226156358E-4
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, HIGH_INCOME], adType=video] to 5.077959349600023E-4
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, HIGH_INCOME], adType=video] to 4.774676003576174E-6
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=text] to 0.0018104189052810516
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, HIGH_INCOME], adType=text] to 0.004865506990465448
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, LOW_INCOME], adType=text] to 0.0010420070643560716
19/06 00:39:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=text] to 1.2943818646938657E-4
19/06 00:39:50 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
19/06 00:39:50 SEVERE demand.CampaignImpl|Campaign #2102079002 impressed while over limit. Current cost: 0.450453645393812 Budget limit: 0.45
19/06 00:39:50 INFO agents.DemandAgent|Posting DIRECTLY to CampaignLimitReached to the event bus for campaign #2102079002 advertiser name: adv1
19/06 00:39:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #2102079002 due to limit. My name is DummyAdnetwork-5
19/06 00:39:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #2102079002 due to limit. My name is DummyAdnetwork-3
19/06 00:39:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #2102079002 due to limit. My name is DummyAdnetwork-6
19/06 00:39:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #2102079002 due to limit. My name is DummyAdnetwork-7
19/06 00:39:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #2102079002 due to limit. My name is DummyAdnetwork-2
19/06 00:39:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #2102079002 due to limit. My name is DummyAdnetwork
19/06 00:39:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #2102079002 due to limit. My name is DummyAdnetwork-4
19/06 00:39:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #2102079002 due to limit. My name is adv1
19/06 00:39:50 INFO agents.DemandAgent|Posting CampaignLimitReached to the event bus for campaign #2102079002 advertiser name: adv1
19/06 00:39:50 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #2102079002 due to limit
19/06 00:39:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #2102079002 due to limit. My name is adv1
19/06 00:39:50 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #2102079002 due to limit
19/06 00:39:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #2102079002 due to limit. My name is DummyAdnetwork-5
19/06 00:39:50 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #2102079002 due to limit
19/06 00:39:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #2102079002 due to limit. My name is DummyAdnetwork-6
19/06 00:39:50 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #2102079002 due to limit
19/06 00:39:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #2102079002 due to limit. My name is DummyAdnetwork
19/06 00:39:50 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #2102079002 due to limit
19/06 00:39:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #2102079002 due to limit. My name is DummyAdnetwork-4
19/06 00:39:50 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #2102079002 due to limit
19/06 00:39:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #2102079002 due to limit. My name is DummyAdnetwork-7
19/06 00:39:50 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #2102079002 due to limit
19/06 00:39:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #2102079002 due to limit. My name is DummyAdnetwork-2
19/06 00:39:50 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #2102079002 due to limit
19/06 00:39:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #2102079002 due to limit. My name is DummyAdnetwork-3
19/06 00:39:50 SEVERE demand.CampaignImpl|Campaign #446947733 impressed while over limit. Current cost: 1.1920649402592014 Budget limit: 1.599
19/06 00:39:50 INFO agents.DemandAgent|Posting DIRECTLY to CampaignLimitReached to the event bus for campaign #446947733 advertiser name: DummyAdnetwork-5
19/06 00:39:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #446947733 due to limit. My name is DummyAdnetwork-5
19/06 00:39:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #446947733 due to limit. My name is DummyAdnetwork-3
19/06 00:39:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #446947733 due to limit. My name is DummyAdnetwork-6
19/06 00:39:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #446947733 due to limit. My name is DummyAdnetwork-7
19/06 00:39:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #446947733 due to limit. My name is DummyAdnetwork-2
19/06 00:39:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #446947733 due to limit. My name is DummyAdnetwork
19/06 00:39:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #446947733 due to limit. My name is DummyAdnetwork-4
19/06 00:39:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #446947733 due to limit. My name is adv1
19/06 00:39:50 INFO agents.DemandAgent|Posting CampaignLimitReached to the event bus for campaign #446947733 advertiser name: DummyAdnetwork-5
19/06 00:39:50 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #446947733 due to limit
19/06 00:39:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #446947733 due to limit. My name is adv1
19/06 00:39:50 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #446947733 due to limit
19/06 00:39:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #446947733 due to limit. My name is DummyAdnetwork-5
19/06 00:39:50 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #446947733 due to limit
19/06 00:39:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #446947733 due to limit. My name is DummyAdnetwork-6
19/06 00:39:50 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #446947733 due to limit
19/06 00:39:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #446947733 due to limit. My name is DummyAdnetwork
19/06 00:39:50 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #446947733 due to limit
19/06 00:39:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #446947733 due to limit. My name is DummyAdnetwork-4
19/06 00:39:50 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #446947733 due to limit
19/06 00:39:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #446947733 due to limit. My name is DummyAdnetwork-7
19/06 00:39:50 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #446947733 due to limit
19/06 00:39:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #446947733 due to limit. My name is DummyAdnetwork-2
19/06 00:39:50 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #446947733 due to limit
19/06 00:39:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #446947733 due to limit. My name is DummyAdnetwork-3
19/06 00:39:50 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 66
19/06 00:39:50 INFO sim.Simulation|***** START OF TIME 53 COMPLETE *****
19/06 00:39:50 FINE agents.DemandAgent|Day 53 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.18265474748681704 Cmp ID: 1061548401 Cmp Bid: 22
19/06 00:39:50 FINE agents.DemandAgent|Day 53 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.11611870697260834 Cmp ID: 1061548401 Cmp Bid: 282
19/06 00:39:50 FINE agents.DemandAgent|Day 53 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.11296381601364969 Cmp ID: 1061548401 Cmp Bid: 181
19/06 00:39:50 FINE agents.DemandAgent|Day 53 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.11653686330765789 Cmp ID: 1061548401 Cmp Bid: 45
19/06 00:39:50 FINE agents.DemandAgent|Day 53 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.12508131505883527 Cmp ID: 1061548401 Cmp Bid: 166
19/06 00:39:50 FINE agents.DemandAgent|Day 53 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.18692347761443717 Cmp ID: 1061548401 Cmp Bid: 135
19/06 00:39:50 FINE agents.DemandAgent|Day 53 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.1329534644236432 Cmp ID: 1061548401 Cmp Bid: 269
19/06 00:39:50 FINE agents.DemandAgent|Day 53 :Got AdNetBidMessage from adv1 : UCS Bid: 0.10389375021258145 Cmp ID: 1061548401 Cmp Bid: 103
19/06 00:40:00 INFO sim.Simulation|***** START OF TIME 54 *****
19/06 00:40:00 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #446947733 at price 1.599
19/06 00:40:00 INFO demand.CampaignImpl|Applied daily limit for campaign #446947733 at price 1.599
19/06 00:40:00 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1515367969 at price 13.458
19/06 00:40:00 INFO demand.CampaignImpl|Applied daily limit for campaign #1515367969 at price 13.458
19/06 00:40:00 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #884242855 at price 2.327
19/06 00:40:00 INFO demand.CampaignImpl|Applied daily limit for campaign #884242855 at price 2.327
19/06 00:40:00 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #2102079002 at price 0.45
19/06 00:40:00 INFO demand.CampaignImpl|Applied daily limit for campaign #2102079002 at price 0.45
19/06 00:40:00 INFO agents.DemandAgent|Day 54 : Auction pending campaign: CampaignImpl [id=1061548401, reachImps=310, dayStart=55, dayEnd=57, targetSegment=[MALE, YOUNG, HIGH_INCOME], videoCoef=2.289100461512387, mobileCoef=1.7385261582449352, budgetMillis=0, advertiser=null]
19/06 00:40:00 INFO demand.CampaignImpl|Campaign 1285252157 ended for advertiser DummyAdnetwork. Stats CampaignStats [tartgetedImps=12954.554268172596, otherImps=0.0, cost=3.039584783532552E-4] Reach 6571 ERR 1.2872076653046063 Budget 1.554 Revenue 2.0003207118833584
19/06 00:40:00 INFO demand.CampaignImpl|Campaign 1716563771 ended for advertiser DummyAdnetwork-5. Stats CampaignStats [tartgetedImps=1300.3233526717024, otherImps=0.0, cost=1.40867289980552] Reach 4487 ERR 0.08356598189162322 Budget 1.408 Revenue 0.11766090250340548
19/06 00:40:00 FINE agents.DemandAgent|Day 54 :Quality Ratings... Quality Retings DummyAdnetwork: 1.2239114694368118DummyAdnetwork-7: 1.1400905739244802DummyAdnetwork-6: 0.7524644326278187adv1: 1.1386349544787613DummyAdnetwork-5: 0.5364759309546047DummyAdnetwork-4: 0.6086587158243075DummyAdnetwork-3: 0.4305001334887091DummyAdnetwork-2: 0.4
19/06 00:40:00 FINE agents.DemandAgent|Day 54 :Reporting campaign auction results... CampaignImpl [id=1061548401, reachImps=310, dayStart=55, dayEnd=57, targetSegment=[MALE, YOUNG, HIGH_INCOME], videoCoef=2.289100461512387, mobileCoef=1.7385261582449352, budgetMillis=155, advertiser=adv1]
19/06 00:40:00 FINE agents.DemandAgent|Day 54 :Reporting UCS auction results... DummyAdnetwork[efday=54, level=0.7290000000000001, price=0.12389122336300974] DummyAdnetwork-7[efday=54, level=0.9, price=0.1601058074154816] adv1[efday=54, level=0.6561000000000001, price=0.09309696406044564] DummyAdnetwork-6[efday=54, level=0.47829690000000014, price=0.0] DummyAdnetwork-5[efday=54, level=1.0, price=0.1848509339559177] DummyAdnetwork-4[efday=54, level=0.81, price=0.14273235446971774] DummyAdnetwork-3[efday=54, level=0.5314410000000002, price=0.05537426033491785] DummyAdnetwork-2[efday=54, level=0.5904900000000002, price=0.0767094134060916] 
19/06 00:40:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@2d7403a7 event: tau.tac.adx.messages.UserClassificationServiceNotification@50140bbf
19/06 00:40:00 INFO agents.DemandAgent|Day 54 : A campaign was not published today because its randomized length was too long
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, LOW_INCOME], adType=text] to 3.7459930198252604E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, LOW_INCOME], adType=video] to 7.654359361622332E-5
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, HIGH_INCOME], adType=text] to 8.852641653882748E-8
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, LOW_INCOME], adType=video] to 1.162613451011372E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, HIGH_INCOME], adType=text] to 3.6865330601414183E-6
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, HIGH_INCOME], adType=video] to 3.470357291702339E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=video] to 2.1221727672994135E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=video] to 0.0020455289905950145
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=text] to 0.004122061841491804
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, HIGH_INCOME], adType=video] to 2.1936950640377838E-6
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, HIGH_INCOME], adType=video] to 5.081161353392193E-6
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=text] to 0.0021168172609583587
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, HIGH_INCOME], adType=text] to 0.0033524570103799977
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, LOW_INCOME], adType=text] to 5.876358678585313E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=text] to 2.7862771775703064E-5
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for msn
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, LOW_INCOME], adType=text] to 8.138432999174091E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=video] to 0.0037655145980413636
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, LOW_INCOME], adType=video] to 7.365343165347208E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, HIGH_INCOME], adType=text] to 9.559431581119179E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, LOW_INCOME], adType=video] to 6.55479846424093E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, HIGH_INCOME], adType=text] to 2.4539383596385447E-5
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, HIGH_INCOME], adType=video] to 0.0030234300024490363
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=video] to 1.7329935762275272E-4
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=text] to 0.005076527022832877
19/06 00:40:00 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=video] to 0.00555637132179182
